Kod;Nazwa;MIESIAC;Rodzaj ;Cena_i_wska�niki;Rok;Wartosc;Jednostka_miary;Atrybut
800000;LUBUSKIE;maj;podkoszulek męski bawełniany, bez rękawa;cena;2006;;zł;
800000;LUBUSKIE;maj;podkoszulek męski bawełniany, bez rękawa;cena;2007;;zł;
800000;LUBUSKIE;maj;podkoszulek męski bawełniany, bez rękawa;cena;2008;;zł;
800000;LUBUSKIE;maj;podkoszulek męski bawełniany, bez rękawa;cena;2009;;zł;
800000;LUBUSKIE;maj;podkoszulek męski bawełniany, bez rękawa;cena;2010;;zł;
800000;LUBUSKIE;maj;podkoszulek męski bawełniany, bez rękawa;cena;2011;;zł;
800000;LUBUSKIE;maj;podkoszulek męski bawełniany, bez rękawa;cena;2012;;zł;
800000;LUBUSKIE;maj;podkoszulek męski bawełniany, bez rękawa;cena;2013;;zł;
800000;LUBUSKIE;maj;podkoszulek męski bawełniany, bez rękawa;cena;2014;;zł;
800000;LUBUSKIE;maj;podkoszulek męski bawełniany, bez rękawa;cena;2015;;zł;
800000;LUBUSKIE;maj;podkoszulek męski bawełniany, bez rękawa;cena;2016;;zł;
800000;LUBUSKIE;maj;podkoszulek męski bawełniany, bez rękawa;cena;2017;;zł;
800000;LUBUSKIE;maj;podkoszulek męski bawełniany, bez rękawa;cena;2018;28,43;zł;
800000;LUBUSKIE;maj;podkoszulek męski bawełniany, bez rękawa;cena;2019;28,04;zł;
800000;LUBUSKIE;maj;półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2006;148,74;zł;
800000;LUBUSKIE;maj;półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2007;159,24;zł;
800000;LUBUSKIE;maj;półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2008;158,77;zł;
800000;LUBUSKIE;maj;półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2009;165,43;zł;
800000;LUBUSKIE;maj;półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2010;169,54;zł;
800000;LUBUSKIE;maj;półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2011;179,54;zł;
800000;LUBUSKIE;maj;półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2012;187,62;zł;
800000;LUBUSKIE;maj;półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2013;195,66;zł;
800000;LUBUSKIE;maj;półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2014;195;zł;
800000;LUBUSKIE;maj;półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2015;222,56;zł;
800000;LUBUSKIE;maj;półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2016;231,44;zł;
800000;LUBUSKIE;maj;półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2017;223,33;zł;
800000;LUBUSKIE;maj;półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2018;206,89;zł;
800000;LUBUSKIE;maj;półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2019;198,59;zł;
800000;LUBUSKIE;maj;półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2006;143,99;zł;
800000;LUBUSKIE;maj;półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2007;158,05;zł;
800000;LUBUSKIE;maj;półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2008;166,87;zł;
800000;LUBUSKIE;maj;półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2009;173,12;zł;
800000;LUBUSKIE;maj;półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2010;180,11;zł;
800000;LUBUSKIE;maj;półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2011;187;zł;
800000;LUBUSKIE;maj;półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2012;182,61;zł;
800000;LUBUSKIE;maj;półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2013;191,55;zł;
800000;LUBUSKIE;maj;półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2014;203,78;zł;
800000;LUBUSKIE;maj;półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2015;217,56;zł;
800000;LUBUSKIE;maj;półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2016;217,56;zł;
800000;LUBUSKIE;maj;półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2017;214,22;zł;
800000;LUBUSKIE;maj;półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2018;194,55;zł;
800000;LUBUSKIE;maj;półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2019;203,34;zł;
800000;LUBUSKIE;maj;wizyta u lekarza specjalisty;cena;2006;51,11;zł;
800000;LUBUSKIE;maj;wizyta u lekarza specjalisty;cena;2007;53,33;zł;
800000;LUBUSKIE;maj;wizyta u lekarza specjalisty;cena;2008;67,5;zł;
800000;LUBUSKIE;maj;wizyta u lekarza specjalisty;cena;2009;67,5;zł;
800000;LUBUSKIE;maj;wizyta u lekarza specjalisty;cena;2010;68,75;zł;
800000;LUBUSKIE;maj;wizyta u lekarza specjalisty;cena;2011;72,22;zł;
800000;LUBUSKIE;maj;wizyta u lekarza specjalisty;cena;2012;78,89;zł;
800000;LUBUSKIE;maj;wizyta u lekarza specjalisty;cena;2013;78,89;zł;
800000;LUBUSKIE;maj;wizyta u lekarza specjalisty;cena;2014;82,22;zł;
800000;LUBUSKIE;maj;wizyta u lekarza specjalisty;cena;2015;84,44;zł;
800000;LUBUSKIE;maj;wizyta u lekarza specjalisty;cena;2016;86,67;zł;
800000;LUBUSKIE;maj;wizyta u lekarza specjalisty;cena;2017;97,78;zł;
800000;LUBUSKIE;maj;wizyta u lekarza specjalisty;cena;2018;105,56;zł;
800000;LUBUSKIE;maj;wizyta u lekarza specjalisty;cena;2019;121,25;zł;
800000;LUBUSKIE;maj;olej napędowy - za 1l;cena;2006;;zł;
800000;LUBUSKIE;maj;olej napędowy - za 1l;cena;2007;;zł;
800000;LUBUSKIE;maj;olej napędowy - za 1l;cena;2008;;zł;
800000;LUBUSKIE;maj;olej napędowy - za 1l;cena;2009;;zł;
800000;LUBUSKIE;maj;olej napędowy - za 1l;cena;2010;;zł;
800000;LUBUSKIE;maj;olej napędowy - za 1l;cena;2011;;zł;
800000;LUBUSKIE;maj;olej napędowy - za 1l;cena;2012;;zł;
800000;LUBUSKIE;maj;olej napędowy - za 1l;cena;2013;5,42;zł;
800000;LUBUSKIE;maj;olej napędowy - za 1l;cena;2014;5,49;zł;
800000;LUBUSKIE;maj;olej napędowy - za 1l;cena;2015;4,76;zł;
800000;LUBUSKIE;maj;olej napędowy - za 1l;cena;2016;4,16;zł;
800000;LUBUSKIE;maj;olej napędowy - za 1l;cena;2017;4,5;zł;
800000;LUBUSKIE;maj;olej napędowy - za 1l;cena;2018;5,01;zł;
800000;LUBUSKIE;maj;olej napędowy - za 1l;cena;2019;5,18;zł;
1000000;LODZKIE;maj;bułka pszenna - za 50g;cena;2006;0,28;zł;
1000000;LODZKIE;maj;bułka pszenna - za 50g;cena;2007;0,31;zł;
1000000;LODZKIE;maj;bułka pszenna - za 50g;cena;2008;0,36;zł;
1000000;LODZKIE;maj;bułka pszenna - za 50g;cena;2009;0,38;zł;
1000000;LODZKIE;maj;bułka pszenna - za 50g;cena;2010;0,38;zł;
1000000;LODZKIE;maj;bułka pszenna - za 50g;cena;2011;0,42;zł;
1000000;LODZKIE;maj;bułka pszenna - za 50g;cena;2012;0,44;zł;
1000000;LODZKIE;maj;bułka pszenna - za 50g;cena;2013;0,4;zł;
1000000;LODZKIE;maj;bułka pszenna - za 50g;cena;2014;0,4;zł;
1000000;LODZKIE;maj;bułka pszenna - za 50g;cena;2015;0,39;zł;
1000000;LODZKIE;maj;bułka pszenna - za 50g;cena;2016;0,37;zł;
1000000;LODZKIE;maj;bułka pszenna - za 50g;cena;2017;0,36;zł;
1000000;LODZKIE;maj;bułka pszenna - za 50g;cena;2018;0,39;zł;
1000000;LODZKIE;maj;bułka pszenna - za 50g;cena;2019;0,43;zł;
1000000;LODZKIE;maj;kurczęta patroszone - za 1kg;cena;2006;5,35;zł;
1000000;LODZKIE;maj;kurczęta patroszone - za 1kg;cena;2007;6,31;zł;
1000000;LODZKIE;maj;kurczęta patroszone - za 1kg;cena;2008;6,56;zł;
1000000;LODZKIE;maj;kurczęta patroszone - za 1kg;cena;2009;6,95;zł;
1000000;LODZKIE;maj;kurczęta patroszone - za 1kg;cena;2010;6,17;zł;
1000000;LODZKIE;maj;kurczęta patroszone - za 1kg;cena;2011;7,29;zł;
1000000;LODZKIE;maj;kurczęta patroszone - za 1kg;cena;2012;7,52;zł;
1000000;LODZKIE;maj;kurczęta patroszone - za 1kg;cena;2013;7,61;zł;
1000000;LODZKIE;maj;kurczęta patroszone - za 1kg;cena;2014;7,11;zł;
1000000;LODZKIE;maj;kurczęta patroszone - za 1kg;cena;2015;6,58;zł;
1000000;LODZKIE;maj;kurczęta patroszone - za 1kg;cena;2016;7,05;zł;
1000000;LODZKIE;maj;kurczęta patroszone - za 1kg;cena;2017;6,57;zł;
1000000;LODZKIE;maj;kurczęta patroszone - za 1kg;cena;2018;6,91;zł;
1000000;LODZKIE;maj;kurczęta patroszone - za 1kg;cena;2019;7,37;zł;
1000000;LODZKIE;maj;kiełbasa wędzona - za 1kg;cena;2006;12,52;zł;
1000000;LODZKIE;maj;kiełbasa wędzona - za 1kg;cena;2007;11,9;zł;
1000000;LODZKIE;maj;kiełbasa wędzona - za 1kg;cena;2008;12,27;zł;
1000000;LODZKIE;maj;kiełbasa wędzona - za 1kg;cena;2009;12,63;zł;
1000000;LODZKIE;maj;kiełbasa wędzona - za 1kg;cena;2010;14,8;zł;
1000000;LODZKIE;maj;kiełbasa wędzona - za 1kg;cena;2011;15,51;zł;
1000000;LODZKIE;maj;kiełbasa wędzona - za 1kg;cena;2012;16,4;zł;
1000000;LODZKIE;maj;kiełbasa wędzona - za 1kg;cena;2013;16,21;zł;
1000000;LODZKIE;maj;kiełbasa wędzona - za 1kg;cena;2014;16,02;zł;
1000000;LODZKIE;maj;kiełbasa wędzona - za 1kg;cena;2015;17,14;zł;
1000000;LODZKIE;maj;kiełbasa wędzona - za 1kg;cena;2016;16,26;zł;
1000000;LODZKIE;maj;kiełbasa wędzona - za 1kg;cena;2017;;zł;
1000000;LODZKIE;maj;kiełbasa wędzona - za 1kg;cena;2018;;zł;
1000000;LODZKIE;maj;kiełbasa wędzona - za 1kg;cena;2019;;zł;
1000000;LODZKIE;maj;mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l;cena;2006;2,33;zł;
1000000;LODZKIE;maj;mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l;cena;2007;2,43;zł;
1000000;LODZKIE;maj;mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l;cena;2008;2,78;zł;
1000000;LODZKIE;maj;mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l;cena;2009;2,61;zł;
1000000;LODZKIE;maj;mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l;cena;2010;2,66;zł;
1000000;LODZKIE;maj;mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l;cena;2011;2,72;zł;
1000000;LODZKIE;maj;mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l;cena;2012;2,73;zł;
1000000;LODZKIE;maj;mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l;cena;2013;2,76;zł;
1000000;LODZKIE;maj;mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l;cena;2014;2,99;zł;
1000000;LODZKIE;maj;mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l;cena;2015;2,8;zł;
1000000;LODZKIE;maj;mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l;cena;2016;2,61;zł;
1000000;LODZKIE;maj;mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l;cena;2017;2,7;zł;
1000000;LODZKIE;maj;mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l;cena;2018;2,68;zł;
1000000;LODZKIE;maj;mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l;cena;2019;2,69;zł;
1000000;LODZKIE;maj;mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l;cena;2006;1,48;zł;
1000000;LODZKIE;maj;mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l;cena;2007;1,56;zł;
1000000;LODZKIE;maj;mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l;cena;2008;1,88;zł;
1000000;LODZKIE;maj;mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l;cena;2009;1,86;zł;
1000000;LODZKIE;maj;mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l;cena;2010;1,91;zł;
1000000;LODZKIE;maj;mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l;cena;2011;2,09;zł;
1000000;LODZKIE;maj;mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l;cena;2012;2,22;zł;
1000000;LODZKIE;maj;mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l;cena;2013;2,21;zł;
1000000;LODZKIE;maj;mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l;cena;2014;2,56;zł;
1000000;LODZKIE;maj;mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l;cena;2015;2,41;zł;
1000000;LODZKIE;maj;mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l;cena;2016;2,23;zł;
1000000;LODZKIE;maj;mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l;cena;2017;2,32;zł;
1000000;LODZKIE;maj;mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l;cena;2018;2,33;zł;
1000000;LODZKIE;maj;mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l;cena;2019;2,45;zł;
1000000;LODZKIE;maj;podkoszulek męski bawełniany, bez rękawa;cena;2006;;zł;
1000000;LODZKIE;maj;podkoszulek męski bawełniany, bez rękawa;cena;2007;;zł;
1000000;LODZKIE;maj;podkoszulek męski bawełniany, bez rękawa;cena;2008;;zł;
1000000;LODZKIE;maj;podkoszulek męski bawełniany, bez rękawa;cena;2009;;zł;
1000000;LODZKIE;maj;podkoszulek męski bawełniany, bez rękawa;cena;2010;;zł;
1000000;LODZKIE;maj;podkoszulek męski bawełniany, bez rękawa;cena;2011;;zł;
1000000;LODZKIE;maj;podkoszulek męski bawełniany, bez rękawa;cena;2012;;zł;
1000000;LODZKIE;maj;podkoszulek męski bawełniany, bez rękawa;cena;2013;;zł;
1000000;LODZKIE;maj;podkoszulek męski bawełniany, bez rękawa;cena;2014;;zł;
1000000;LODZKIE;maj;podkoszulek męski bawełniany, bez rękawa;cena;2015;;zł;
1000000;LODZKIE;maj;podkoszulek męski bawełniany, bez rękawa;cena;2016;;zł;
1000000;LODZKIE;maj;podkoszulek męski bawełniany, bez rękawa;cena;2017;;zł;
1000000;LODZKIE;maj;podkoszulek męski bawełniany, bez rękawa;cena;2018;21,13;zł;
1000000;LODZKIE;maj;podkoszulek męski bawełniany, bez rękawa;cena;2019;21,13;zł;
1000000;LODZKIE;maj;półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2006;150,35;zł;
1000000;LODZKIE;maj;półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2007;166,28;zł;
1000000;LODZKIE;maj;półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2008;168,28;zł;
1000000;LODZKIE;maj;półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2009;182,06;zł;
1000000;LODZKIE;maj;półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2010;185,06;zł;
1000000;LODZKIE;maj;półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2011;192,42;zł;
1000000;LODZKIE;maj;półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2012;197,35;zł;
1000000;LODZKIE;maj;półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2013;209,35;zł;
1000000;LODZKIE;maj;półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2014;214,13;zł;
1000000;LODZKIE;maj;półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2015;205,71;zł;
1000000;LODZKIE;maj;półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2016;220,78;zł;
1000000;LODZKIE;maj;półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2017;218,78;zł;
1000000;LODZKIE;maj;półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2018;222,13;zł;
1000000;LODZKIE;maj;półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2019;223,01;zł;
1000000;LODZKIE;maj;półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2006;136,61;zł;
1000000;LODZKIE;maj;półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2007;144,06;zł;
1000000;LODZKIE;maj;półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2008;153,28;zł;
1000000;LODZKIE;maj;półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2009;155,01;zł;
1000000;LODZKIE;maj;półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2010;164,58;zł;
1000000;LODZKIE;maj;półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2011;169,41;zł;
1000000;LODZKIE;maj;półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2012;178,43;zł;
1000000;LODZKIE;maj;półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2013;177,93;zł;
1000000;LODZKIE;maj;półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2014;191,21;zł;
1000000;LODZKIE;maj;półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2015;186,78;zł;
1000000;LODZKIE;maj;półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2016;207,78;zł;
1000000;LODZKIE;maj;półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2017;212,21;zł;
1000000;LODZKIE;maj;półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2018;216,84;zł;
1000000;LODZKIE;maj;półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę;cena;2019;222,78;zł;
1000000;LODZKIE;maj;wizyta u lekarza specjalisty;cena;2006;50,93;zł;
1000000;LODZKIE;maj;wizyta u lekarza specjalisty;cena;2007;54,5;zł;
1000000;LODZKIE;maj;wizyta u lekarza specjalisty;cena;2008;58,07;zł;
1000000;LODZKIE;maj;wizyta u lekarza specjalisty;cena;2009;62,86;zł;
1000000;LODZKIE;maj;wizyta u lekarza specjalisty;cena;2010;68,93;zł;
1000000;LODZKIE;maj;wizyta u lekarza specjalisty;cena;2011;72,86;zł;
1000000;LODZKIE;maj;wizyta u lekarza specjalisty;cena;2012;75,36;zł;
1000000;LODZKIE;maj;wizyta u lekarza specjalisty;cena;2013;77,5;zł;
1000000;LODZKIE;maj;wizyta u lekarza specjalisty;cena;2014;81,07;zł;
1000000;LODZKIE;maj;wizyta u lekarza specjalisty;cena;2015;83,21;zł;
1000000;LODZKIE;maj;wizyta u lekarza specjalisty;cena;2016;87,5;zł;
1000000;LODZKIE;maj;wizyta u lekarza specjalisty;cena;2017;91,79;zł;
1000000;LODZKIE;maj;wizyta u lekarza specjalisty;cena;2018;103,93;zł;
1000000;LODZKIE;maj;wizyta u lekarza specjalisty;cena;2019;112,14;zł;
1000000;LODZKIE;maj;olej napędowy - za 1l;cena;2006;;zł;
1000000;LODZKIE;maj;olej napędowy - za 1l;cena;2007;;zł;
1000000;LODZKIE;maj;olej napędowy - za 1l;cena;2008;;zł;
1000000;LODZKIE;maj;olej napędowy - za 1l;cena;2009;;zł;
1000000;LODZKIE;maj;olej napędowy - za 1l;cena;2010;;zł;
1000000;LODZKIE;maj;olej napędowy - za 1l;cena;2011;;zł;
1000000;LODZKIE;maj;olej napędowy - za 1l;cena;2012;;zł;
1000000;LODZKIE;maj;olej napędowy - za 1l;cena;2013;5,39;zł;
1000000;LODZKIE;maj;olej napędowy - za 1l;cena;2014;5,29;zł;
1000000;LODZKIE;maj;olej napędowy - za 1l;cena;2015;4,7;zł;
1000000;LODZKIE;maj;olej napędowy - za 1l;cena;2016;4,04;zł;
1000000;LODZKIE;maj;olej napędowy - za 1l;cena;2017;4,4;zł;
1000000;LODZKIE;maj;olej napędowy - za 1l;cena;2018;4,94;zł;
1000000;LODZKIE;maj;olej napędowy - za 1l;cena;2019;5,19;zł;
1200000;MALOPOLSKIE;maj;bułka pszenna - za 50g;cena;2006;0,31;zł;
1200000;MALOPOLSKIE;maj;bułka pszenna - za 50g;cena;2007;0,34;zł;
1200000;MALOPOLSKIE;maj;bułka pszenna - za 50g;cena;2008;0,4;zł;
1200000;MALOPOLSKIE;maj;bułka pszenna - za 50g;cena;2009;0,42;zł;
1200000;MALOPOLSKIE;maj;bułka pszenna - za 50g;cena;2010;0,42;zł;
1200000;MALOPOLSKIE;maj;bułka pszenna - za 50g;cena;2011;0,48;zł;
1200000;MALOPOLSKIE;maj;bułka pszenna - za 50g;cena;2012;0,49;zł;
1200000;MALOPOLSKIE;maj;bułka pszenna - za 50g;cena;2013;0,47;zł;
1200000;MALOPOLSKIE;maj;bułka pszenna - za 50g;cena;2014;0,48;zł;
1200000;MALOPOLSKIE;maj;bułka pszenna - za 50g;cena;2015;0,44;zł;
1200000;MALOPOLSKIE;maj;bułka pszenna - za 50g;cena;2016;0,46;zł;
1200000;MALOPOLSKIE;maj;bułka pszenna - za 50g;cena;2017;0,45;zł;
1200000;MALOPOLSKIE;maj;bułka pszenna - za 50g;cena;2018;0,49;zł;
1200000;MALOPOLSKIE;maj;bułka pszenna - za 50g;cena;2019;0,53;zł;
1200000;MALOPOLSKIE;maj;kurczęta patroszone - za 1kg;cena;2006;5,65;zł;
1200000;MALOPOLSKIE;maj;kurczęta patroszone - za 1kg;cena;2007;6,09;zł;
1200000;MALOPOLSKIE;maj;kurczęta patroszone - za 1kg;cena;2008;6,63;zł;
1200000;MALOPOLSKIE;maj;kurczęta patroszone - za 1kg;cena;2009;7,09;zł;
1200000;MALOPOLSKIE;maj;kurczęta patroszone - za 1kg;cena;2010;6,46;zł;
1200000;MALOPOLSKIE;maj;kurczęta patroszone - za 1kg;cena;2011;7,41;zł;
1200000;MALOPOLSKIE;maj;kurczęta patroszone - za 1kg;cena;2012;7,57;zł;
1200000;MALOPOLSKIE;maj;kurczęta patroszone - za 1kg;cena;2013;7,79;zł;
1200000;MALOPOLSKIE;maj;kurczęta patroszone - za 1kg;cena;2014;7,48;zł;
1200000;MALOPOLSKIE;maj;kurczęta patroszone - za 1kg;cena;2015;6,86;zł;
1200000;MALOPOLSKIE;maj;kurczęta patroszone - za 1kg;cena;2016;7,3;zł;
1200000;MALOPOLSKIE;maj;kurczęta patroszone - za 1kg;cena;2017;6,85;zł;
1200000;MALOPOLSKIE;maj;kurczęta patroszone - za 1kg;cena;2018;7,3;zł;
1200000;MALOPOLSKIE;maj;kurczęta patroszone - za 1kg;cena;2019;7,59;zł;
1200000;MALOPOLSKIE;maj;kiełbasa wędzona - za 1kg;cena;2006;10,82;zł;
1200000;MALOPOLSKIE;maj;kiełbasa wędzona - za 1kg;cena;2007;10,93;zł;
1200000;MALOPOLSKIE;maj;kiełbasa wędzona - za 1kg;cena;2008;11,71;zł;
1200000;MALOPOLSKIE;maj;kiełbasa wędzona - za 1kg;cena;2009;13;zł;
1200000;MALOPOLSKIE;maj;kiełbasa wędzona - za 1kg;cena;2010;13,27;zł;
1200000;MALOPOLSKIE;maj;kiełbasa wędzona - za 1kg;cena;2011;13,35;zł;
1200000;MALOPOLSKIE;maj;kiełbasa wędzona - za 1kg;cena;2012;14,37;zł;
1200000;MALOPOLSKIE;maj;kiełbasa wędzona - za 1kg;cena;2013;14,93;zł;
1200000;MALOPOLSKIE;maj;kiełbasa wędzona - za 1kg;cena;2014;15,04;zł;
1200000;MALOPOLSKIE;maj;kiełbasa wędzona - za 1kg;cena;2015;15,11;zł;
1200000;MALOPOLSKIE;maj;kiełbasa wędzona - za 1kg;cena;2016;14,71;zł;
1200000;MALOPOLSKIE;maj;kiełbasa wędzona - za 1kg;cena;2017;;zł;
1200000;MALOPOLSKIE;maj;kiełbasa wędzona - za 1kg;cena;2018;;zł;
1200000;MALOPOLSKIE;maj;kiełbasa wędzona - za 1kg;cena;2019;;zł;
1200000;MALOPOLSKIE;maj;mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l;cena;2006;2,36;zł;
1200000;MALOPOLSKIE;maj;mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l;cena;2007;2,5;zł;
1200000;MALOPOLSKIE;maj;mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l;cena;2008;2,8;zł;
1200000;MALOPOLSKIE;maj;mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l;cena;2009;2,72;zł;
1200000;MALOPOLSKIE;maj;mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l;cena;2010;2,7;zł;
1200000;MALOPOLSKIE;maj;mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l;cena;2011;2,79;zł;
1200000;MALOPOLSKIE;maj;mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l;cena;2012;2,8;zł;
1200000;MALOPOLSKIE;maj;mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l;cena;2013;2,68;zł;
1200000;MALOPOLSKIE;maj;mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l;cena;2014;2,96;zł;
1200000;MALOPOLSKIE;maj;mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l;cena;2015;2,88;zł;
1200000;MALOPOLSKIE;maj;mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l;cena;2016;2,67;zł;
1200000;MALOPOLSKIE;maj;mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l;cena;2017;2,71;zł;
1200000;MALOPOLSKIE;maj;mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l;cena;2018;2,7;zł;
1200000;MALOPOLSKIE;maj;mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l;cena;2019;2,66;zł;
1200000;MALOPOLSKIE;maj;mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l;cena;2006;1,62;zł;
1200000;MALOPOLSKIE;maj;mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l;cena;2007;1,66;zł;
1200000;MALOPOLSKIE;maj;mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l;cena;2008;2,02;zł;
1200000;MALOPOLSKIE;maj;mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l;cena;2009;2,03;zł;
